plan_item_price_id,plan_item_id,ingredient_id,qty,unit,baseline_price_per_unit,baseline_total,offer_price_per_unit,offer_total,offer_source,offer_ref_id,savings_abs,savings_pct
,,,,,,0,,0,,,0,0
